Date,Confirmed,Recovered,Deaths
2022-03-05,445550401,439524942,6025459
2022-03-06,446660147,440630461,6029686
2022-03-07,448401620,442364068,6037552
2022-03-08,449985919,443941481,6044438
2022-03-09,451976099,445923465,6052634
2022-03-10,453847080,447786921,6060159
2022-03-11,455719680,449653311,6066369
2022-03-12,457280387,451209285,6071102
2022-03-13,458418032,452343376,6074656
2022-03-14,460415942,454335687,6080255
2022-03-15,462225344,456139473,6085871
2022-03-16,464464205,458371446,6092759
2022-03-17,466542109,460442268,6099841
2022-03-18,468433636,462328034,6105602
2022-03-19,469913015,463803558,6109457
2022-03-20,470873843,464761059,6112784
2022-03-21,472753728,466624812,6128916
2022-03-22,474730951,468596960,6133991
2022-03-23,476534854,470394879,6139975
2022-03-24,478319055,472173810,6145245
2022-03-25,480078626,473924206,6154420
2022-03-26,481203035,475045795,6157240
2022-03-27,482053796,475893921,6159875
2022-03-28,483898093,477733936,6164157
2022-03-29,485649915,479481310,6168605
2022-03-30,487247590,481074081,6173509
2022-03-31,488810861,482632860,6178001
2022-04-01,490229883,484047005,6182878
2022-04-02,491102544,484917093,6185451
2022-04-03,491795689,485608344,6187345
2022-04-04,493029039,486838317,6190722
2022-04-05,494394436,488199546,6194890
2022-04-06,495614407,489415198,6199209
2022-04-07,496892754,490689224,6203530
2022-04-08,498067151,491859693,6207458
2022-04-09,498809406,492599604,6209802
2022-04-10,499371019,493159445,6211574
2022-04-11,500357346,494142919,6214427
2022-04-12,501476932,495259226,6217706
2022-04-13,502551958,496330186,6221772
2022-04-14,503514561,497289228,6225333
2022-04-15,504173546,497945739,6227807
2022-04-16,504728004,498498587,6229417
2022-04-17,505135766,498904813,6230953
2022-04-18,505593027,499360511,6232516
2022-04-19,506611148,500375615,6235533
2022-04-20,507572864,501333170,6239694
2022-04-21,508494564,502251780,6242784
2022-04-22,509326073,503080524,6245549
2022-04-23,509804848,503557697,6247151
2022-04-24,510170201,503921884,6248317
2022-04-25,510807207,504556753,6250454
2022-04-26,511586152,505331418,6254734
2022-04-27,512270545,506012684,6257861
2022-04-28,513029820,506768960,6260860
2022-04-29,513674263,507410864,6263399
2022-04-30,514028003,507763140,6264863
2022-05-01,514337424,508071358,6266066
2022-05-02,514784854,508517047,6267807
2022-05-03,515456909,509186907,6270002
2022-05-04,516084404,509810681,6273723
2022-05-05,516684038,510408075,6275963
2022-05-06,517314925,511036829,6278096
2022-05-07,517654258,511375008,6279250
2022-05-08,517933111,511653020,6280091
2022-05-09,518623538,512341561,6281977
2022-05-10,519264799,512980823,6283976
2022-05-11,519959508,513673306,6286202
2022-05-12,520612153,514323956,6288197
2022-05-13,521185114,514895035,6290079
2022-05-14,521623840,515332802,6291043
2022-05-15,521997492,515705675,6291822
2022-05-16,522587922,516294527,6293400
2022-05-17,523196288,516901040,6295253
2022-05-18,523956899,517659290,6297614
2022-05-19,524552967,518253625,6299347
2022-05-20,525179079,518877739,6301345
2022-05-21,525546242,519243809,6302438
2022-05-22,525862056,519559013,6303048
2022-05-23,526355204,520050599,6304610
2022-05-24,526949796,520643539,6306262
2022-05-25,527593755,521284885,6308875
2022-05-26,528096493,521786189,6310309
2022-05-27,528666149,522353871,6312283
2022-05-28,528995178,522682063,6313120
2022-05-29,529271873,522958139,6313739
2022-05-30,529616224,523301381,6314848
2022-05-31,530241569,523925203,6316371
2022-06-01,530939976,524621599,6318382
2022-06-02,531470716,525150651,6320070
2022-06-03,532014270,525692674,6321601
2022-06-04,532267351,525945063,6322293
2022-06-05,532530338,526207237,6323106
2022-06-06,532965247,526641181,6324071
2022-06-07,533576907,527250827,6326085
2022-06-08,534283486,527954836,6328655
2022-06-09,534848531,528518325,6330211
2022-06-10,535405294,529073389,6331910
2022-06-11,535689085,529356258,6332832
2022-06-12,535887333,529553929,6333409
2022-06-13,536415150,530080058,6335097
2022-06-14,537272203,530935274,6336934
2022-06-15,537994296,531655372,6338929
2022-06-16,538577138,532236351,6340792
2022-06-17,539110151,532768105,6342051
2022-06-18,539338742,532996051,6342696
2022-06-19,539607241,533263870,6343376
2022-06-20,540362445,534017552,6344898
2022-06-21,541178509,534831884,6346630
2022-06-22,541984328,535635675,6348658
2022-06-23,542767959,536417492,6350472
2022-06-24,543545293,537193054,6352244
2022-06-25,543862216,537509177,6353044
2022-06-26,544148980,537795278,6353707
2022-06-27,545021364,538666191,6355178
2022-06-28,545963319,539606214,6357110
2022-06-29,546896134,540537202,6358937
2022-06-30,547974317,541613993,6360329
2022-07-01,548925491,542563301,6362195
2022-07-02,549284928,542921903,6363030
2022-07-03,549643412,543279652,6363765
2022-07-04,550495502,544130590,6364917
2022-07-05,551700794,545333672,6367127
2022-07-06,552926114,546556656,6369463
2022-07-07,553979237,547607073,6372169
2022-07-08,554985885,548611432,6374458
2022-07-09,555489725,549114229,6375501
2022-07-10,555912593,549536251,6376347
2022-07-11,556965871,550587746,6378130
2022-07-12,558188894,551808309,6380590
2022-07-13,559615969,553232773,6383201
2022-07-14,560618337,554233064,6385278
2022-07-15,561620875,555233294,6387586
2022-07-16,562173878,555785213,6388670
2022-07-17,562633320,556243669,6389656
2022-07-18,563831363,557439634,6391734
2022-07-19,565376142,558981334,6394813
2022-07-20,566978238,560580529,6397714
2022-07-21,568132310,561732057,6400258
2022-07-22,569227609,562824496,6403118
2022-07-23,569864429,563460029,6404405
2022-07-24,570415520,564010087,6405438
2022-07-25,571389219,564981838,6407386
2022-07-26,572585879,566175581,6410303
2022-07-27,574012504,567598856,6413653
2022-07-28,575128637,568712226,6416416
2022-07-29,576504042,570084609,6419438
2022-07-30,577080293,570659765,6420533
2022-07-31,577625050,571203607,6421448
2022-08-01,578498268,572074390,6423883
2022-08-02,579688847,573262089,6426763
2022-08-03,580844327,574414425,6429907
2022-08-04,582298507,575865431,6433081
2022-08-05,583199840,576763814,6436031
2022-08-06,584378161,577940404,6437762
2022-08-07,584876085,578437386,6438704
2022-08-08,585692322,579251321,6441006
2022-08-09,586732558,580287997,6444566
2022-08-10,587759595,581312328,6447272
2022-08-11,588765069,582314595,6450479
2022-08-12,589518048,583064760,6453293
2022-08-13,590154612,583699840,6454777
2022-08-14,590615366,584159600,6455771
2022-08-15,591470649,585012488,6458166
2022-08-16,592553956,586092359,6461602
2022-08-17,593544473,587079640,6464838
2022-08-18,594489234,588021419,6467820
2022-08-19,595290702,588820174,6470533
2022-08-20,595865130,589393411,6471724
2022-08-21,596349664,589876224,6473445
2022-08-22,597060819,590585958,6474866
2022-08-23,597949972,591472183,6477794
2022-08-24,598834543,592353598,6480950
2022-08-25,599699548,593215646,6483907
2022-08-26,600401903,593915472,6486436
2022-08-27,600854582,594366940,6487647
2022-08-28,601260827,594772162,6488670
2022-08-29,601837965,595347287,6490683
2022-08-30,602585861,596092684,6493182
2022-08-31,603339040,596842495,6496550
2022-09-01,604018804,597519707,6499102
2022-09-02,604676287,598174473,6501819
2022-09-03,605052969,598550078,6502896
2022-09-04,605423358,598919356,6504007
2022-09-05,605881148,599375700,6505453
2022-09-06,606554997,600047234,6507768
2022-09-07,607171546,600661607,6509944
2022-09-08,607755506,601243328,6512183
2022-09-09,608281134,601766661,6514478
2022-09-10,608594366,602078950,6515421
2022-09-11,608908659,602392457,6516207
2022-09-12,609393741,602876026,6517720
2022-09-13,609942218,603422521,6519702
2022-09-14,610640243,604118216,6522032
2022-09-15,611251541,604726944,6524602
2022-09-16,611707437,605180831,6526611
2022-09-17,612002534,605475078,6527461
2022-09-18,612257111,605729067,6528049
2022-09-19,612673963,606144537,6529431
2022-09-20,613227572,606696316,6531261
2022-09-21,613745750,607212437,6533318
2022-09-22,614365390,607829882,6535513
2022-09-23,614883451,608346115,6537341
2022-09-24,615148616,608610444,6538177
2022-09-25,615371539,608832859,6538685
2022-09-26,615794219,609254166,6540058
2022-09-27,616393758,609852102,6541661
2022-09-28,616943716,610399718,6544003
2022-09-29,617587849,611041565,6546289
2022-09-30,618060372,611512615,6547762
2022-10-01,618301429,611753002,6548432
2022-10-02,618502138,611953145,6548998
2022-10-03,618822004,612271648,6550361
2022-10-04,619422193,612870235,6551963
2022-10-05,620005197,613451052,6554150
2022-10-06,620645800,614089643,6556162
2022-10-07,621221027,614663071,6557961
2022-10-08,621440044,614881375,6558674
2022-10-09,621658996,615099693,6559308
2022-10-10,622112629,615552009,6560625
2022-10-11,622802836,616240305,6562536
2022-10-12,623353219,616788786,6564438
2022-10-13,624016113,617449575,6566543
2022-10-14,624494008,617925754,6568259
2022-10-15,624712097,618143066,6569036
2022-10-16,624904267,618334688,6569584
2022-10-17,625380762,618809423,6571344
2022-10-18,626009472,619436286,6573191
2022-10-19,626536431,619961002,6575434
2022-10-20,627131819,620554187,6577637
2022-10-21,627563033,620983399,6579639
2022-10-22,627745374,621165120,6580259
2022-10-23,627906174,621325326,6580853
2022-10-24,628292158,621709990,6582173
2022-10-25,628887107,622302759,6584353
2022-10-26,629354131,622767278,6586858
2022-10-27,629825004,623236025,6588984
2022-10-28,630188852,623598390,6590467
2022-10-29,630387961,623796828,6591138
2022-10-30,630555274,623963538,6591741
2022-10-31,630855587,624262630,6592962
2022-11-01,631257223,624661464,6595764
2022-11-02,631605553,625008208,6597350
2022-11-03,632099160,625499470,6599695
2022-11-04,632543650,625941982,6601673
2022-11-05,632744972,626142691,6602286
2022-11-06,632931615,626328790,6602830
2022-11-07,633236212,626632243,6603974
2022-11-08,633687028,627081783,6605250
2022-11-09,634121053,627513693,6607365
2022-11-10,634581453,627972001,6609457
2022-11-11,635069827,628458667,6611165
2022-11-12,635312334,628700727,6611612
2022-11-13,635495843,628883731,6612117
2022-11-14,635842682,629229225,6613462
2022-11-15,636346431,629731909,6614527
2022-11-16,636832747,630215919,6616833
2022-11-17,637312096,630693226,6618875
2022-11-18,637942820,631321591,6621234
2022-11-19,638190175,631568452,6621728
2022-11-20,638412606,631790294,6622317
2022-11-21,638754188,632130750,6623443
2022-11-22,639328415,632703236,6625184
2022-11-23,639919189,633291903,6627291
2022-11-24,640339580,633710895,6628690
2022-11-25,641037771,634406884,6630892
2022-11-26,641308397,634676998,6631404
2022-11-27,641571858,634939869,6631994
2022-11-28,641977647,635344480,6633172
2022-11-29,642708342,636073575,6634772
2022-11-30,643244123,636607727,6636401
2022-12-01,643950364,637311575,6638794
2022-12-02,644711955,638070821,6641139
2022-12-03,645011864,638370121,6641748
2022-12-04,645269011,638626632,6642384
2022-12-05,645774500,639130731,6643774
2022-12-06,646399010,639753499,6645516
2022-12-07,647032502,640384813,6647694
2022-12-08,647841604,641190906,6650703
2022-12-09,648512056,641859179,6652882
2022-12-10,648786733,642133247,6653491
2022-12-11,649085967,642431820,6654152
2022-12-12,649658720,643002907,6655818
2022-12-13,650436793,643779018,6657780
2022-12-14,651122541,644462313,6660233
2022-12-15,651873247,645210214,6663038
2022-12-16,652605304,645939573,6665736
2022-12-17,652905777,646239235,6666547
2022-12-18,653189501,646522168,6667338
2022-12-19,653775912,647106758,6669159
2022-12-20,654484792,647813424,6671373
2022-12-21,655205564,648531631,6673938
2022-12-22,655963530,649286932,6676603
2022-12-23,656604975,649925694,6679286
2022-12-24,656949354,650269084,6680275
2022-12-25,657135648,650454513,6681140
2022-12-26,657655053,650972811,6682247
2022-12-27,658309208,651624862,6684351
2022-12-28,658946340,652259198,6687147
2022-12-29,659617625,652927563,6690067
2022-12-30,660199728,653507250,6692483
2022-12-31,660463792,653770421,6693376
2023-01-01,660778387,654083970,6694422
2023-01-02,661198108,654502328,6695785
2023-01-03,661660893,654962871,6698027
2023-01-04,662231345,655530400,6700950
2023-01-05,662966595,656261987,6704613
2023-01-06,663685449,656977703,6707751
2023-01-07,664042494,657333797,6708702
2023-01-08,664369944,657660188,6709761
2023-01-09,664718936,658007020,6711921
2023-01-10,665113877,658399601,6714281
2023-01-11,665620426,658902874,6717557
2023-01-12,666097539,659376545,6720999
2023-01-13,666533383,659809408,6723980
2023-01-14,666754735,660029746,6724994
2023-01-15,666951599,660165707,6785897
2023-01-16,667166217,660379002,6787220
2023-01-17,667518310,660729076,6789239
2023-01-18,667896028,661103633,6792400
2023-01-19,668220526,661424519,6796012
2023-01-20,668562246,661762792,6799459
2023-01-21,668715650,661902702,6812953
2023-01-22,668830077,662016449,6813633
2023-01-23,669001131,662185948,6815188
2023-01-24,669272951,662455720,6817236
2023-01-25,669567171,662747637,6819539
2023-01-26,669848920,663026265,6822660
2023-01-27,670086844,663262385,6824464
2023-01-28,670220207,663388693,6831519
2023-01-29,670344054,663511803,6832256
2023-01-30,670503932,663670469,6833468
2023-01-31,670734589,663899256,6835338
2023-02-01,671032404,664194382,6838027
2023-02-02,671291489,664450723,6840771
2023-02-03,671529548,664686456,6843097
2023-02-04,671632287,664785246,6847046
2023-02-05,671721476,664873835,6847646
2023-02-06,671867463,665018801,6848667
2023-02-07,672065240,665215303,6849942
2023-02-08,672295338,665443401,6851942
2023-02-09,672554241,665699966,6854280
2023-02-10,672696324,665840916,6855413
2023-02-11,672828531,665972490,6856046
2023-02-12,672906177,666049763,6856419
2023-02-13,673044131,666186919,6857217
2023-02-14,673237731,666379325,6858411
2023-02-15,673477639,666617711,6859933
2023-02-16,673685532,666823518,6862019
2023-02-17,673878833,667014965,6863873
2023-02-18,673969796,667105553,6864248
2023-02-19,674056229,667191523,6864711
2023-02-20,674143589,667278307,6865287
2023-02-21,674323721,667457638,6866088
2023-02-22,674569824,667701920,6867909
2023-02-23,674790916,667921104,6869817
2023-02-24,674933342,668062541,6870806
2023-02-25,674978793,668107774,6871024
2023-02-26,675044414,668173151,6871268
2023-02-27,675171439,668299636,6871808
2023-02-28,675322238,668449561,6872682
2023-03-01,675542852,668668394,6874463
2023-03-02,675731911,668855885,6876031
2023-03-03,675914580,669037260,6877325
2023-03-04,675968775,669091179,6877601
2023-03-05,676024901,669147157,6877749
2023-03-06,676082941,669204831,6878115
2023-03-07,676213378,669334345,6879038
2023-03-08,676392824,669512346,6880483
2023-03-09,676570149,669688352,6881802
